,Sentiment,Message
621,1,cameco is to provide an upfront investment of up to usd 60mn for the construction of the uranium etraction circuit .
622,1,"cdp was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies ."
623,1,the original contract was signed last summer .
624,1,"` it is a testament to the quality of our lte solution and our commitment to the japanese market ' , he added ."
625,0,`` ionos has a rich heritage in developing leadership eperiences in the smartphone segment .
626,0,`` the acquisition of elektros pavara completes kone 's market epansion strategy in the baltic countries .
627,0,18 january 2010 - finnish it consultancy trainers ' house oyj hel : trh1v said last friday it resolved to issue a eur5m hybrid bond to domestic investors in a bid to strengthen its capital structure .
628,1,"aleandria , va. , oct. 15 -- aaron moss of hampshire , great britain , has developed an ornamental design for a handset , the u.s. patent & trademark office announced ."
629,1,hybrid bond 18 january 2010 - finnish it consultancy trainers ' house oyj hel : trh1v said last friday it resolved to issue a eur5m hybrid bond to domestic investors in a bid to strengthen its capital structure .
630,0,"repair and maintenance business accounted for net sales of eur 645.3 mn , up from eur 563.6 mn ."
631,0,"the money will be spent `` on strengthening the company 's competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in russia , '' the release says ."
632,0,the new technology improves the glass quality and consistency while increasing throughput .
633,1,"the reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio ."
634,0,"the vaisala group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products ."
635,1,"the vuokatti unit will be developed to focus especially on the manufacture of prototypes , the ramp-up of new products and the demanding testing and after-sales services ."
636,0,we look forward to helping the company develop its operational services and further digitalize its services for its customers . ''
637,1,"agj recorded eur 43 mln sales in 2006 , most of which was generated by eports to customers in western europe , the statement said ."
638,0,"`` the number of collection errors fell considerably , and operations speeded up ."
639,0,"by combining its eisting solutions into a single platform , comptel said that it has reduced the cost of deployment ."
640,0,"in the second quarter of 2010 , the group 's preta loss narrowed to eur 400,000 from eur 600,000 ."
641,0,"26 january 2011 - finnish metal products company componenta oyj ( hel : cth1v ) said yesterday its net loss narrowed to eur500 ,000 in the last quarter of 2010 from eur5 .3 m for the same period a year earlier ."
642,0,8 may 2009 - finnish liquid handling products and diagnostic test systems maker biohit oyj ( hel : biobv ) said today ( 8 may 2009 ) its net loss narrowed to eur0 .1 m ( usd0 .14 m ) for the first quarter of 2009 from eur0 .4 m for the same period of 2008 .
643,0,finnish fibers and plastic products maker suominen corporation said its net loss from continuing operations narrowed to 1.8 mln euro ( $ 2.3 mln ) in 2006 from 3.7 mln euro ( $ 4.8 mln ) in 2005 .
644,0,"finnish metal products company componenta oyj ( hel : cth1v ) said today its net loss narrowed to eur 500,000 ( usd 680,000 ) in the last quarter of 2010 from eur 5.3 million for the same period a year earlier ."
645,0,finnish sports equipment maker amer sports oyj ( hel : ameas ) said today that its net loss narrowed to eur 16.9 million ( usd 22.3 m ) in the second quarter of 2010 from eur 23.2 million in the corresponding period a year earlier .
646,0,"finnish steel maker rautaruukki oyj ( hel : rtrks ) , or ruukki , said today its net loss contracted to eur 49 million ( usd 68.2 m ) for the first nine months of 2010 from eur 229 million for the same period a year ago ."
647,0,"for the first nine months of 2010 , talvivaara 's net loss narrowed to eur 8.3 million from eur 21.9 million for the same period of 2009 ."
648,0,"in the first nine months of 2010 , the company 's net loss narrowed to eur 415,000 from eur 7.4 million for the corresponding period of 2009 ."
649,0,"in the first nine months of 2010 , the company 's net loss narrowed to eur415 ,000 from eur7 .4 m for the corresponding period of 2009 ."
650,0,"( adp news ) - feb 9 , 2009 - finnish computer services company proha oyj ( hel : art1v ) said today its net loss narrowed to eur 113,000 ( usd 146,000 ) for 2008 from eur 1.2 million for 2007 ."
651,0,the new factory working model and reorganisations would decrease nokian tyres ' costs in the factory by eur 30 million ( usd 38.7 m ) .
652,0,20 october 2010 - finnish metal products company componenta oyj hel : cth1v said yesterday that its net loss narrowed to eur7m for the first nine months of 2010 from eur23 .3 m for the same period of 2009 .
653,0,finnish fibers and plastic products maker suominen corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .
654,0,"in contrast , the company 's net loss for the third quarter of 2009 contracted to eur 76 million from eur 256 million for the corresponding period a year ago ."
655,0,"in the second quarter of 2010 , raute 's net loss narrowed to eur 123,000 from eur 1.5 million in the same period of 2009 ."
656,0,"adp news - nov 13 , 2008 - finnish printed circuit board pcb maker aspocomp group oyj om : acg1v said today that its net loss narrowed to eur 2 million usd 2.5 m in the first nine months of 2008 from eur 57"
657,0,"metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago ."
658,0,"narrows to eur2 .8 m 9-mo '09 29 october 2009 - finnish software and hardware developer elektrobit oyj hel : ebg1v , or eb , said today that its net loss narrowed to eur2 .8 m for the first nine months of 2009 from eur35 .6 m for the same period a year ago ."
659,0,the diluted loss per share narrowed to eur 0.27 from eur 0.86 .
660,0,unit costs for flight operations fell by 6.4 percent .
661,0,the loss for the third quarter of 2007 was eur 0.3 mn smaller than the loss of the second quarter of 2007 .
662,0,airvana 's umts home base station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .
663,0,"according to sepp+ænen , the new technology umts900 solution network building costs are by one-third lower than that of the building of 3.5 g networks , operating at 2,100 mhz frequency ."
664,0,the costs of the new ropa vessels are 30 % lower than those of the present ones .
665,1,the last job losses related to these reductions will take place during 2010 .
666,0,the program 's target is structural cost reductions of about eur 30mn in 2009 .
667,1,"the third quarter result also includes a 400,000 euro ( $ 575,000 ) provision for down-sizing of lure manufacturing in ireland ."
668,0,upm-kymmene is working closely with its shipping agents to reduce fuel consumption and greenhouse gas emissions .
669,2,"2009 3 february 2010 - finland-based steel maker rautaruukki oyj ( hel : rtrks ) , or ruukki , said today it slipped to a larger-than-epected preta loss of eur46m in the fourth quarter of 2009 from a year-earlier profit of eur45m ."
670,2,"( adpnews ) - feb 3 , 2010 - finland-based steel maker rautaruukki oyj ( hel : rtrks ) , or ruukki , said today it slipped to a larger-than-epected preta loss of eur 46 million ( usd 64.5 m ) in the fourth quarter of 2009 from a"
671,2,"result before taes decreased to nearly eur 14.5 mn , compared to nearly eur 20mn in the previous accounting period ."
672,2,the company slipped to an operating loss of eur 2.6 million from a profit of eur 1.3 million .
673,2,23 april 2010 - finnish construction and engineering company outotec oyj hel : ote1v said today it slipped to a net loss of eur7 .3 m in the first quarter of 2010 from a net profit of eur12 .5 m in the corresponding period last year .
674,2,cramo slipped to a preta loss of eur 6.7 million from a preta profit of eur 58.9 million .
675,2,"finnish it solutions provider affecto oyj hel : afe1v said today its slipped to a net loss of eur 115,000 usd 152,000 in the second quarter of 2010 from a profit of eur 845,000 in the corresponding period a year earlier ."
676,2,"in 2009 , comptel slipped to a net loss of eur2 .1 m from a profit of eur6 .6 m in the previous year ."
677,2,"in q2 of 2009 , profit before taes amounted to eur 13.6 mn , down from eur 26.8 mn in q2 of 2008 ."
678,2,"adpnews - feb 5 , 2010 - finnish real estate investor sponda oyj hel : sda1v said today that it slipped to a net loss of eur 81.5 million usd 11.8 m in 2009 from a profit of eur 29.3 million in 2008 ."
679,2,"adpnews - jul 17 , 2009 - finland-based steel maker rautaruukki oyj ruukki hel : rtrks said today it slipped to a net loss of eur 184 million usd 259.7 m for the first half of 2009 from a net profit of eur 2"
680,2,"profit before taes amounted to eur 56.5 mn , down from eur 232.9 mn a year ago ."
681,2,"profit before taes decreased by 9 % to eur 187.8 mn in the first nine months of 2008 , compared to eur 207.1 mn a year earlier ."
682,2,profit before taes decreased to eur 31.6 mn from eur 50.0 mn the year before .
683,2,"profit before taes was eur 4.0 mn , down from eur 4.9 mn ."
684,2,"the company 's profit before taes fell to eur 21.1 mn in the third quarter of 2008 , compared to eur 35.8 mn in the corresponding period in 2007 ."
685,1,"a state program has been worked out , legal provisions have been developed , and rules and normative documents have been specified for the functioning of a technological park ."
686,0,"in august-october 2010 , the company 's result before taes totalled eur 9.6 mn , up from eur 0.5 mn in the corresponding period in 2009 ."
687,0,finnish bore that is owned by the rettig family has grown recently through the acquisition of smaller shipping companies .
688,0,the plan is estimated to generate some eur 5 million ( usd 6.5 m ) in cost savings on an annual basis .
689,0,"finnish pharmaceuticals company orion reports profit before taes of eur 70.0 mn in the third quarter of 2010 , up from eur 54.9 mn in the corresponding period in 2009 ."
690,0,"finnish sampo bank , of danish danske bank group , reports profit before taes of eur 152.3 mn in 2010 , up from eur 32.7 mn in 2009 ."
691,0,"profit after taes for the period was up to eur0 .9 m , from eur0 .01 m last year ."
692,0,"profit before taes was eur 5.4 mn , up from eur 3.6 mn a year earlier ."
693,2,also construction epenses have gone up in russia .
694,1,"neste oil said it will build a biodiesel production facility in rotterdam , the netherlands , at an estimated cost of 670 million euros , naming france-based technip as the project 's main contractor ."
695,1,the european central bank ecb is anticipated to raise its benchmark interest rate in the second half of 2011 at the earliest .
696,2,11 august 2010 - finnish measuring equipment maker vaisala oyj hel : vaias said today that its net loss widened to eur4 .8 m in the first half of 2010 from eur2 .3 m in the corresponding period a year earlier .
697,2,"finnish power supply solutions and systems provider efore oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending october 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 ."
698,2,"adp news - apr 22 , 2009 - finnish business information systems developer solteq oyj hel : stq1v said today its net loss widened to eur 189,000 usd 245,000 for the first quarter of 2009 from eur 10,000 for the same peri"
699,2,salonen added that data shows producers ' pulp inventories in north america are declining . '
700,2,the elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( eur 32 mln ) for the fifth quarter running .
701,0,"for the current year , raute epects its net sales to increase and the operating result -- to be positive ."
702,0,"turnover surged to eur61 .8 m from eur47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business ."
703,0,"as a result , the company currently anticipates net sales to increase and the operating result to be positive ."
704,0,"asimilar agreement was signed between china mobile ltd. ( sehk : 0941 and nyse : chl ) , the largest mobile carrier , and thegps and social networking service provider , promoting gypsii service before beijing 2008 olympic games , according to thelatest news ."
705,0,"`` upm 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' chief eecutive jussi pesonen said ."
706,0,"global sports equipment maker amer sports corp. , whose brands include atomic , salomon and wilson , saw a 64 percent increase in third-quarter net profit to euro 47.4 million $ 65 million on strong sales and cost cuts ."
707,1,"eports make up more than 80 per cent of our sales , so the name glaston also reflects a truly internationally operating company , '' eplains kyro 's president & ceo mika seitovirta ."
708,1,"westend ict plc s new 409,665,891 shares and increase of share capital with eur 2,000,000 based on the resolutions of etraordinary shareholders meeting on 27 december 2010 have today registered in the trade register ."
709,0,"due to rapid epansion , the market share of tallink in terms of passenger carriage through tallinna sadam port of tallinn totaled 55 percent in november against 45.7 percent in november 2005 ."
710,0,"finnish industrial investor panostaja oyj om helsinki : pnaas om helsinki : pnabs said on friday 11 july that it has signed a deal to acquire the entire share capital of kospa oy , the manufacturer of waste disposal equipment ."
711,0,"stora enso r shares rose 1.20 pct to 11.84 eur , upm-kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and m-real b added 2.38 pct to 4.30 eur ."
712,2,cash flow from operations for the most recent quarter also reached a eight year low .
713,0,both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt .
714,0,"the stock price rose 70.0 ores or 0.9 % to close at sek77 .65 , ending a two-day streak of losses ."
715,0,"earnings per share ( eps ) amounted to eur0 .98 , up from the loss of eur0 .02 ."
716,0,"earnings per share ( eps ) were eur0 .03 , up from the loss of eur0 .083 ."
717,0,"operating profit totalled eur 0.4 mn , up from an operating loss of eur 0.8 mn year-on-year ."
718,0,"operating profit totalled eur 7.0 mn , up from a loss of eur 4.0 mn in the second quarter of 2009 ."
719,0,operating result including non-recurring items rose to eur 146mn from a loss of eur 267mn in 2009 .
720,0,"tiimari , the finnish retailer , reported to have geenrated quarterly revenues totalling eur 1.3 mn in the 4th quarter 2009 , up from eur 0.3 mn loss in 2008 ."
721,0,"earnings per share eps amounted to eur0 .03 , up from the loss of eur0 .08 ."
722,0,"operating profit totalled eur 5.8 mn , up from a loss of eur 1.7 mn in the fourth quarter of 2009 ."
723,0,"operating profit was eur 0.6 mn , up from a loss of eur 19mn a year earlier ."
724,0,the investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .
725,0,"okmetic 's products are based on high-tech epertise that generates added value for customers , innovative product development and an etremely efficient production process ."
726,1,"shareholder 's full name and id code : - petri ailus , born 15.9.1966 for further information , please contact isto hantila , ceo , tel. +358 9 591 8342 ."
727,0,"9 september 2010 - finnish stationery and gift retailer tiimari hel : tii1v said today its net sales rose by 2 % year-on-year to eur5 .7 m in august 2010 , driven by growth in finland , while demand in the baltics remained weak ."
728,0,"by 14:29 cet on monday , shares in bavarian nordic had climbed 1.21 % to dkk250 on the stock echange in copenhagen after having lost 7.41 % in the past month ."
729,0,"for eample , net sales increased by 5.9 % from the first quarter , and ebitda increased from a negative eur 0.2 mn in the first quarter of 2009 ."
730,0,"mobile phone sales rose 25 % to 5.87 billion euros , while enterprise solution sales dropped 39 % to 186 million euros ."
731,2,rising costs have forced packaging producer huhtamaki to ae 90 jobs at its hampshire manufacturing plant .
732,2,"`` however , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''"
733,2,"at this growth rate , paying off the national debt will be etremely painful ."
734,2,operating loss increased to eur 17mn from a loss of eur 10.8 mn in 2005 .
735,2,"the payment of 2.779 million litas in interest on a long-term loan provided by ragutis ' majority shareholder , estonia 's a. le coq , also added to the losses ."
736,2,"at the moment , valio is not worried , but if the ban continues for long , it may become quite a problem ."
737,0,sponda will record a profit from the sale of 8.5 mln euro ($ 12.4 mln).
738,0,"cencorp estimates that its net sales in the last quarter will be as earlier stated , eur4 .3 m to eur5 .0 m , and operating profit (ebit)is estimated to be positive ."
739,0,`` our customer has been satisfied with basware invoice automation solution and etends the implementation to new geographies .
740,0,repeats sees 2008 ebita above 18 pct of sales .
741,0,` by separating side businesses we will be able to faster epand and develop tapro retail network .
742,0,"` our strategic cooperation with rentakran brings us new customers and already-working relationships with the authorities of the new territories , ' said jarmo laasanen , a senior manager at cramo ."
743,1,"` patja has worked well for us for more than a decade , and fujitsu 's new bid was competitive ."
744,0,"`` after the share purchase is completed , financing will also be provided to epand latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''"
745,0,"`` in terms of profitability and earnings 2007 was the best year in our history , '' chief eecutive veli-matti mattila said ."
746,0,`` the government has had a very professional approach in assessing the offer .
747,0,"`` the margarine business has been put into good shape in the last two years , making it a natural addition to bunge , which is looking to leverage its position in the central and northern european markets , '' raisio ceo matti rihko said in a statement ."
748,0,`` this is a win for all oems targeting to develop wima products .
749,0,"a portion , $ 12.5 million , will be recorded as part of its winnings in a prior patent dispute with finnish phone maker nokia oyj ."
750,0,"finnish electronics manufacturing services company elcoteq signing a cooperation agreement with a japanese mobile phone manufacturer , bypasses elcoteq tallinn , says jan kotka , ceo of elcoteq tallinn ."
751,0,"according to a-rehu 's managing director , jouko lahtinen , the project will stabilise costs and improve supply security ."
752,0,"according to ceo matti karppinen , frozen foods posted a good result in 2010 , as it did in 2009 ."
753,0,"according to viking line 's managing director , nils-erik eklund , the company 's board of directors is very satisfied with viking line 's performance ."
754,0,actions to improve operational efficiency and adjust operations are epected to deliver annualised permanent cost savings of around eur 4.5 million and will be effected mostly during the first half of 2010 .
755,0,"at the same time , sales development in russia was boosted by the opening of stockmann nevsky centre in st petersburg ."
756,0,"benefon , a wireless and gps technology company , will supply karputer with its twig navigation platform , a gps satellite navigation and voice guidance service ."
757,0,"biohit and vwr have been in close cooperation for a number of years in the us , where biohit is one of vwr 's focus suppliers ."
758,0,combining this deep domain epertise with our application service management asm and outsourcing service offerings has now proved to be a winning combination .
759,0,demand was brisk as epected and order levels have remained high .
760,0,"during the past decade it has gradually divested noncore assets and bought several sports equipment makers , including california-based fitness products international and sparks , nevada-based atec , a leading maker of baseball and softball pitching machines ."
761,0,espoon kaupunki awarded contracts for personal care products .
762,0,"eports accounted for 65.4 % of net sales , representing an all time record for the company ."
763,0,finland 's poyry energy has won a contract to advise builders of a new cogeneration power plant in lithuania 's second-biggest city of kaunas and to supervise the construction process .
764,0,"finnish construction company yit oyj said on november 13 , 2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company tapiola real estate oy ."
765,1,in 2005 cargotec 's net sales eceeded eur 2.3 billion .
766,0,"in 2006 , kone received an order from aker yards to supply 43 customised elevators for the very first genesis cruise ship which is scheduled to be completed in 2009 ."
767,0,"in addition to fireplace eports , demand for lining stone has eceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year ."
768,0,kalmar has been awarded a new 5-year contract to supply its rough terrain container handler rtch .
769,0,major order in india comptel corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in india .
770,0,managing director kari inkinen says that sponda 's leasing operations developed highly favourably .
771,0,net cash flow from operations is epected to remain positive .
772,0,"of the price , kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 ."
773,0,olvi has posted a strong set of figures for the first si months of this year .
774,0,operating profit improved by 27 % to eur 579.8 mn from eur 457.2 mn in 2006 .
775,0,our standardised services have met with a positive reception among our customers as well as at itella .
776,0,performance in the second half of 2009 eceeded epectations .
777,0,ponsse projects the forest machine markets to improve more than epected in 2010 from the previous year .
778,0,"ragutis , which is based in lithuania 's second-largest city kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters ."
779,0,"raisio 's bid to buy glisten is a `` win-win '' deal for both companies , the chairman of the uk snacks firm told just-food today 10 february ."
780,0,stora enso owns 43 percent of bergvik and earns therefore sek 1.5 bn on the value appreciation .
781,0,talvivaara also maintains its assumption of turning cash flow positive before the year end .
782,0,"thanksto improvements in demand and the adjustments we have made , theutilization rates of cramo 's fleet have substantiallyimproved . ''"
783,0,the acquisition is epected to improve access to chrome ore resources in turkey .
784,0,the aim is an annual improvement in ruukki construction 's operating profit of more than eur 3 million usd 4.1 m starting in 2009 .
785,0,"the company estimates that the trend in demand for sports equipment will be steady in 2006 , '' amer 's report said ."
786,0,the estimated synergy benefits are at least eur7m annually .
787,1,the goal will be achieved via organic growth possibly supplemented by acquisitions .
788,0,the group 's business is balanced by its broad portfolio of sports and presence in all major markets .
789,1,the group 's business is balanced by its broad portfolio of sports and presence in all major markets .
790,0,the objective of the planned measures is to achieve significant savings in the net few years .
791,0,the rebuilds are designed to improve the machines ' performance and product quality .
792,0,"the transaction will have a positive impact of around eur2m on earnings , which ruukki will recognize during the fourth quarter of this year ."
793,0,"when the situation normalises , the company will be able to increase the amount of residential units for sale in st petersburg and moscow , in particular ."
794,0,"` this is a repeat order to follow successfully installed 159 elevators in the same delhi metro system , ' kone spokeswoman told thomson financial news ."
795,0,"`` our customers now have the chance to make bookings for all the services they want at one location , '' said mikko tuomainen , in-charge of finnair 's internet ( sales ) ."
796,0,`` stonesoft sees great promise in the future of ipv6 .
797,0,`` the combined activities will create value for shareholders and be good for our employees and customers .
798,0,`` the trend in the sports and leisure markets was favorable in the first months of the year .
799,0,"`` we continued actively to focus r&d and to position our offering away from point solutions towards dynamic end-to-end solutions , '' ervio stated ."
800,0,16 february 2011 - finnish industrial machinery company metso oyj ( hel : meo1v ) said today it will deliver minerals processing equipment and basic engineering to canadian miner northland resources ( osl : naur ) ( tse : nau ) .
801,0,27 january 2011 - finnish it solutions provider affecto oyj ( hel : afe1v ) said today it has won a eur1 .2 m ( usd1 .6 m ) contract from state-owned lithuanian social insurance institution ( sodra ) .
802,0,"according to finnish pension insurance company varma , varma was the recipient of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in finland ."
803,0,finnish construction group lemmink+æinen has been awarded two road building contracts by the lithuanian transport administration .
804,0,"finnish construction group yit has been awarded a contract to install heating , air conditioning and cooling systems to the new head office of the automobile association adac in munich in germany ."
805,0,"finnish fleible packaging manufacturer suominen corporation reports net sales of eur 54.5 mn in the first quarter of 2008 , compared with eur 54.3 mn a year earlier ."
806,0,finnish forest machinery manufacturer ponsse has agreed with volvo on the start of cooperation in latin america .
807,0,"finnish metso paper has been awarded a contract for the rebuild of sabah forest industries ' ( sfi ) pulp mill in sabah , malaysia ."
808,0,"finnish metso paper has won an order to supply an uncoated fine paper machine to mcc paper yinhe , in china ."
809,0,finnish outokumpu technology has been awarded several new grinding technology contracts .
810,0,finnish rautaruukki has been awarded a contract to supply and install steel superstructures for the partihallsf+¦rbindelsen bridge in gothenburg in sweden .
811,0,"lule+_ municipality has awarded yit a 2-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres ."
812,0,"the shopping center to be opened in st. petersburg , russia in november 2010 will turn the cash flow of finnish department store chain stockmann 's russian operations positive for the first time in 2011 ."
813,0,"according to atria 's president and ceo matti tikkakoski , the company 's swedish operations significantly improved in the first quarter ."
814,0,"according to ceo kai telanne , the company 's newspapers achieved the best financial result ever ."
815,0,"according to kesko , the company agreed with the city administration about lease of the building in 2006 , its resettlement and construction of a five-star hotel hilton for 120 rooms ."
816,0,"according to nordic financial group nordea 's analyst sami sarkamies , this makes nokia 's portfolio competitive again ."
817,0,"according to ringman , finnish paper companies have acquired know-how and capacity in paper recycling , which has turned out to be a successful strategy ."
818,0,"according to schmardin , nordea will most likely try to win customers over from other pension fund providers ."
819,0,"according to the ceo of nordea bank estonia vahur kraft , nordea finland and stockmann have been cooperating for more than ten years ."
820,0,"adanac molybdenum of canada has ordered grinding technology for its molybdenum project in british columbia , canada , while shalkiya zinc of kazakhstan has awarded a contract for grinding technology for the shalkiya zinc-lead project in kazakhstan ."
821,0,all of raisio 's divisions recorded an operating profit .
822,1,"an estimated 30 pct of mobile calls are made from the home , and france telecom hopes that 15 pct of its orange clients will sign up for the service by the end of 2008 ."
823,0,"and the broker repeated its ` buy ' rating , based on epectations that current restructuring will lead to a clear improvement in performance in europe in 2007 ."
824,0,"arvo vuorenmaa , the loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted ."
825,0,"as a domestic business , best-in is already close to finnish dog owners ."
826,0,"basware 's ceo ilkka sihvo comments in conjunction with the interim report : `` as a whole , basware succeeded well in the second quarter of 2007 ."
827,0,cash flow from operating activities is estimated to be positive .
828,0,cision says the sale will return its u.k. operation to profitability .
829,0,"citigroup , inc ( nyse : c ) has announced that its global transaction services ( gts ) business has been awarded a new mandate by finland-based pohjola bank group ."
830,0,"comptel , a vendor of dynamic operations support system ( oss ) software , has been selected by orascom telecom ( oth ) as partner for provisioning and activation solutions for mobile services ."
831,0,"department store sales improved by 14 % to eur 1,070.6 mn ."
832,0,dmasia-16 august 2006-benefon etends manufacturing capability with asmobile -_ 2006 digitalmediaasia.com & dma ltd. .
833,0,"finland 's national carrier finnair plc carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported tuesday ."
834,0,"finnair plc carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the finnish national carrier reported tuesday ."
835,0,"finnish consulting and engineering group poyry plc ( om helsinki : poy ) said on wednesday ( 1 october ) that it has been awarded a contract by tanqia dibba fzc as owner-engineer for the wastewater system of dibba , emirate of fujairah , uae ."
836,0,"finnish financial solutions developer basware corporation ( om helsinki bas1v ) said on tuesday ( 23 september ) that it will deliver a complete invoice automation solution to a large us engineering , construction and technical services organization ."
837,0,finnish handling systems company cargotec oyj ( hel : cgcbv ) said today that it won a eur 13 million ( usd 16.6 m ) contract to deliver macgregor hatch covers for ships ordered by norwegian shipowner grieg shipping .
838,0,finnish operator elisa and aker yards have signed a long-term service deal through which elisa will deliver all necessary voice and data services for aker yards in finland .
839,0,"finnish steel maker rautaruukki oyj ( ruukki ) said on july 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for partihallsforbindelsen bridge project in gothenburg , western sweden ."
840,0,"fiskars has a strong portfolio of international brands , which include fiskars , iittala , gerber , silva and buster ."
841,0,"for teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products ."
842,0,"forestries were also higher , driven by yesterday 's bullish analyst comment on stora enso in dagens industri , dealers said ."
843,0,"furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' ceo jan lang said ."
844,0,global banking news - 28 september 2010 tieto corporation and pohjola bank ( pink : pojlf ) are to cooperate on swift services .
845,0,hearst will be able to consolidate about 20 % of all russian market for advertising in press after the purchase .
846,0,"helsingin uutiset , vantaan sanomat and lansivayla reach some 385,000 readers , or more than 40 % of the consumers in the greater helsinki region ."
847,0,"helsinki ( af ) - metso said it will upgrade one of upm-kymmene 's four paper machines at the latter 's mill in jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements ."
848,0,"however , simda will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , orion added ."
849,0,"however , the broker gave an `` outperform '' recommendation on the stock ."
850,0,"however , the total orders received will still be above last year s levels ."
851,0,"in accordance with our strategy , we strengthened our local presence by establishing a representative office in south africa in october ."
852,0,"in addition , lehdentekijat oy will start producing a new membership magazine , viisas raha ( wise money ) for the association ."
853,0,"in future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector ."
854,0,industry investment is very interested in glaston 's solar energy projects .
855,1,it also has potential clients in the growing environmental and recycling technology sectors .
856,0,it is now the leading private road ambulance service company in finland .
857,0,"known as post bank , the concept would see fidelity bank rolling out 75 offices in ghana post premises , to provide financial services to the people ."
858,0,"kone 's factory located at ayanambakkam , a suburb to the west of chennai , is a fully integrated facility which gives it the capability to address costs ."
859,0,last year sysopen digia invested in ibm product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .
860,0,"( adp news ) - oct 1 , 2008 - finnish consulting and engineering company poyry oyj ( om : poy1v ) said today it was awarded a eur 5.2 million ( usd 7.4 m ) etension to their eisting consultancy engineering contract with venezuel"
861,0,"( adp news ) - oct 31 , 2008 - finnish food company raisio oyj ( om : raivv ) said today that its net profit jumped to eur 16.4 million ( usd 20.9 m ) for the first nine months of 2008 from eur 1.1 million for the same period of 2"
862,0,"( adp news ) - sep 30 , 2008 - finnish security and privacy software solutions developer stonesoft oyj said today that it won a usd 1.9 million ( eur 1.3 m ) order to deliver its stonegate network security products to an unnamed russian te"
863,0,"meanwhile , electrowatt-ekono philippines , inc. was also awarded a three-year operation and maintenance ( o&m ) contract by fr cement corporation ."
864,0,"meanwhile , nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout ."
865,1,metso paper 's delivery will comprise an advantage dct 200 tissue machine including quality control and distributed control systems ( qcs-dcs ) .
866,1,net sales in 2007 totalled eur 329 million and the operating margin was above 19 % .
867,0,"nevertheless , fitch notes that the business fundamentals of the three banks currently remain sound ."
868,0,"nokia controls more than 50 percent of phone sales in india and africa , and has a strong prosition on most other emerging markets ."
869,1,"nokia will provide indosat turnkey services , including civil works , network planning , implementation and integration of a wcdma 3g-hspa network ."
870,0,nordic business report-26 june 2006-metso corporation wins eur50m equipment order in australia -_ 1998-2006 m2 communications ltd the finnish engineering and technology group metso corporation said on monday ( 26 june ) that it has received a eur50m equipment order in australia .
871,0,"of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in incap 's earnings for 2007 ."
872,0,outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .
873,0,panostaja oyj s ( panostaja ) board of directors decided on 16 december 2010 on a new long-term incentive and commitment plan for members of the management team .
